Branch,barcode,Product Category,Name,Unit of Measure,May,quantity,Rate,Amount,Zero Check,KIT items,Actual ID,conversion,Actual Qty
Badar,8936069878125,Tea & Coffee, Bon Aroma - Classic Sachet (2g),Units,3,3,21.43,64.29,6,#N/A,#N/A,#N/A,#N/A
Badar,3145,Pantry, Bone Broth Pk - Beef Bone Broth (330ml) ,Units,2,1,1760,1760,3,#N/A,#N/A,#N/A,#N/A
Badar,5352101422614,Pantry, Foster Clark's - Caramel Topping (71g),Units,0,0,264,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5352101719813,Pantry, Foster Clark's - Custard Powder (300g),Units,2,0,440,0,2,#N/A,#N/A,#N/A,#N/A
Badar,3422,Fruits, Francisi Apricot Loose,kg,0,0,227,0,0,#N/A,#N/A,#N/A,#N/A
Badar,743434007213,Chocolates, Lindt - Dark Chocolate Bar 70% Cocoa (35g),Units,0,0,631.36,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3473,Dates, Medjool Small (1kg) ,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1724,Pantry,12 Packet Premium Chicki (332g),Units,2,14,762.71,10677.94,16,#N/A,#N/A,#N/A,#N/A
Badar,2002,Packaging,14x20cm Brown,Units,0,0,16.13,0,0,#N/A,#N/A,#N/A,#N/A
Badar,003445,Packaging,200 Fruit Basket & Packaging,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8718104918467,Beverages,3 Horses - Malt Beverage Non Alcoholic (330ml),Units,4,0,342.76,0,4,#N/A,#N/A,#N/A,#N/A
Badar,0012359,Packaging,3 Long Partition,Units,0,0,40,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00557,Packaging,3 Partition Tray,Units,0,0,175,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00433,Packaging,300 Fruit Basket & Packaging,Units,0,0,42.86,0,0,#N/A,#N/A,#N/A,#N/A
Badar,0655498019562,Pantry,365 - Biscuit Spread (200g),Units,0,0,721.83,0,0,#N/A,#N/A,#N/A,#N/A
Badar,0655498019579,Pantry,365 - Caramel Toffee Cream Spread (200g),Units,0,0,721.83,0,0,#N/A,#N/A,#N/A,#N/A
Badar,0655498019524,Pantry,365 - Cheesecake Spread (200g),Units,0,0,680,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6554980195484,Pantry,365 - Coconut Spread (200g),Units,0,0,721.83,0,0,#N/A,#N/A,#N/A,#N/A
Badar,0655498019555,Pantry,365 - Cookies & Cream Spread (200g),Units,0,0,721.83,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1370,Packaging,4 Partition Tray (L),Units,0,0,450,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1369,Packaging,4 Partition Tray (M),Units,0,0,400,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1368,Packaging,4 Partition Tray (S),Units,0,0,350,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1371,Packaging,4 Partition Tray (XL),Units,0,0,500,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00558,Packaging,4 Partition Tray (XS),Units,0,0,300,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00435,Packaging,400 Fruit Basket & Packaging,Units,0,0,170,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00526,Packaging,500 Fruit Basket & Packaging,Units,0,0,175,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1723,Pantry,6 Packet Premium Chicki (200g),Units,5,6,1016.95,6101.7,11,#N/A,#N/A,#N/A,#N/A
Badar,202,Packaging,600 Fruit Basket & Packaging,Units,0,0,300,0,0,#N/A,#N/A,#N/A,#N/A
Badar,9876543218,Packaging,7Kg Mango Box (Empty),Units,0,0,320,0,0,#N/A,#N/A,#N/A,#N/A
Badar,711844115026,Pantry,ABC - Salted Soy Sauce (600ml),Units,2,0,1450,0,2,#N/A,#N/A,#N/A,#N/A
Badar,711844110038,Pantry,ABC - Sweet Soy Sauce (600ml),Units,1,0,1950,0,1,#N/A,#N/A,#N/A,#N/A
Badar,6291038710595,Frozen,AL Rawdah - Fresh Chicken Mortadella(200gm),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2420,Dry Fruits,Abajapati Goli 150g,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2419,Dry Fruits,Abajapati Goli Loose,kg,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,749403284890,Pantry,Abbiocco Foods - Almond Flour (250g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,0749403284906,Pantry,Abbiocco Foods - Almond Flour (500g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3155700001899,Pantry,Abel - Avocado Oil (250ml),Units,3,0,2800,0,3,#N/A,#N/A,#N/A,#N/A
Badar,8000815003915,Beverages,Acqua - Panna Mineral Water (750ml),Units,0,0,997.38,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8002270009211,Beverages,Acqua Panna - Mineral Water (250ml),Units,0,0,457.67,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2693,Packaging,Acrylic Box (L),Units,0,0,850,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2455,Packaging,Acrylic Box (M),Units,0,0,1300,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3408,Packaging,Acrylic Box (S),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8964000074008,Milk Dairy and Cheese,Adams - Cheddar Cheese (200g),Units,8,7,450.69,3154.83,15,#N/A,#N/A,#N/A,#N/A
Badar,8964000074015,Milk Dairy and Cheese,Adams - Cheddar Cheese (400g),Units,3,4,865.38,3461.52,7,#N/A,#N/A,#N/A,#N/A
Badar,8964000074190,Milk Dairy and Cheese,Adams - Cottage Cheese (200g),Units,4,0,391.22,0,4,#N/A,#N/A,#N/A,#N/A
Badar,8964000074053,Milk Dairy and Cheese,Adams - Mozzarella Cheese (200g),Units,8,3,494.23,1482.69,11,#N/A,#N/A,#N/A,#N/A
Badar,8964000074060,Milk Dairy and Cheese,Adams - Mozzarella Cheese (400g),Units,0,5,953.75,4768.75,5,#N/A,#N/A,#N/A,#N/A
Badar,8964000074091,Milk Dairy and Cheese,Adams - Pizza Cheese (200g),Units,3,3,496.39,1489.17,6,#N/A,#N/A,#N/A,#N/A
Badar,220022,Fruits,Afghanistan Apricot,kg,0,0,558.29,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8964002910755,Honey,Aijaz Aslam - Honey 24k Gold Flake Bulgarian Rose 370g,Units,0,0,2014.83,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6260161560216,Milk Dairy and Cheese,Ajil - Almond Drink No Sugar (1ltr),Units,0,0,927.97,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6260161560193,Milk Dairy and Cheese,Ajil - Hazelnut Drink No Sugar (1ltr),Units,4,0,924.64,0,4,#N/A,#N/A,#N/A,#N/A
Badar,6260161560247,Milk Dairy and Cheese,Ajil - Oat Drink No Sugar (1ltr),Units,0,0,927.97,0,0,#N/A,#N/A,#N/A,#N/A
Badar,001071,Dates,Ajwa Dates (250g),Units,1,0,550,0,1,#N/A,003403,0.25,0.25
Badar,00222,Dates,Ajwa Dates (500g),Units,0,0,1124.86,0,0,#N/A,003403,0.5,0
Badar,003403,Dates,Ajwa Dates Loose,kg,0,0,2200,0,0,#N/A,#N/A,#N/A,#N/A
Badar,0010059,Dates,Ajwa Large Dates (250g),Units,0,0,783.9,0,0,#N/A,003404,0.25,0
Badar,00988,Dates,Ajwa Large Dates (500g),Units,0,1,1567.8,1567.8,1,#N/A,003404,0.5,0
Badar,003404,Dates,Ajwa Large Dates Loose,kg,0,0,3135.59,0,0,#N/A,#N/A,#N/A,#N/A
Badar,775,Dry Fruits,Ajwain (150g),Units,0,0,48.31,0,0,#N/A,515,0.15,0
Badar,515,Dry Fruits,Ajwain Loose,kg,0,0,322.84,0,0,#N/A,#N/A,#N/A,#N/A
Badar,4901033110710,Pantry,Akadashi - Red Miso Paste (1kg),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,764460006575,Milk Dairy and Cheese,Akin - Nice Almond Milk 1Litre,Units,0,4,1710,6840,4,#N/A,#N/A,#N/A,#N/A
Badar,0764460006469,Milk Dairy and Cheese,Akin - Nice Soy Milk Original 1Litre,Units,2,0,608,0,2,#N/A,#N/A,#N/A,#N/A
Badar,6291100850044,Beverages,Al Ain - Water (500ml),Units,0,0,76.01,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6291100850068,Beverages,Al Ain Water (1.5L),Units,0,0,140,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6291100850037,Beverages,Al Ain Water (330ml),Units,0,0,68,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6297000107011,Pantry,Al Ameera - Tahina Sesame Seeds (600g),Units,1,0,1398.31,0,1,#N/A,#N/A,#N/A,#N/A
Badar,6297000107004,Pantry,Al Ameera - Tahina With Sesame Seeds (400g),Units,4,0,924.41,0,4,#N/A,#N/A,#N/A,#N/A
Badar,6291030004425,Beverages,Al Rawabi Apple Drink (1.5ltr),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6291030106037,Beverages,Al Rawabi Apple Drink (200ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6291030004043,Beverages,Al Rawabi Berry Blast Drink (800ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6291030004036,Beverages,Al Rawabi Fruit Cocktail Drink (1.5ltr),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6291030004609,Beverages,Al Rawabi Kiwi & Lime Drink (350ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6291030002117,Beverages,Al Rawabi Mango Drink (350ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6291030003794,Beverages,Al Rawabi Orange Carrot Drink (200ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6291030100073,Beverages,Al Rawabi Orange Drink (200ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6291030004548,Beverages,Al Rawabi Red Grape Drink (350ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281073210709,Honey,Al Shifa - Acacia Honey (125g),Units,0,0,925.85,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281073210389,Honey,Al Shifa - Acacia Honey (250g),Units,0,0,1771.19,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281073210785,Honey,Al Shifa - Black Forest Honey (125g),Units,3,0,925.85,0,3,#N/A,#N/A,#N/A,#N/A
Badar,6281073210549,Honey,Al Shifa - Black Forest Honey (250g),Units,0,0,1771.19,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281073210266,Honey,Al Shifa - Natural Honey (125g),Units,0,0,571.61,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281073210143,Honey,Al Shifa - Natural Honey (250g),Units,0,0,1119.07,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281073211065,Honey,Al Shifa - Squeezy Natural Honey (250g),Units,0,0,1342.88,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281073212307,Honey,Al shifa - Ginger Pure Honey (250g),Units,0,0,2174.38,0,0,#N/A,#N/A,#N/A,#N/A
Badar,4936790133610,Pantry,Alleghanys - Canadian Maple Syrup (330g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007032759,Milk Dairy and Cheese,Almarai - 8 Triangles (120g),Units,2,0,500,0,2,#N/A,#N/A,#N/A,#N/A
Badar,6281007060363,Milk Dairy and Cheese,Almarai - Alphonso Mango Milk (225ml),Units,2,0,610,0,2,#N/A,#N/A,#N/A,#N/A
Badar,6281007036092,Milk Dairy and Cheese,Almarai - Alphonso Mango Milk (360ml),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007054959,Beverages,Almarai - Apple Juice (140ml),Units,5,4,325,1300,9,#N/A,#N/A,#N/A,#N/A
Badar,6281007055321,Beverages,Almarai - Apple Juice (200ml),Units,0,0,466.1,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007038980,Milk Dairy and Cheese,Almarai - Banana Milk (150ml),Units,12,8,300,2400,20,#N/A,#N/A,#N/A,#N/A
Badar,6281007169004,Milk Dairy and Cheese,Almarai - Burger 10 Slices (200g),Units,5,5,933.02,4665.1,10,#N/A,#N/A,#N/A,#N/A
Badar,6281007026420,Milk Dairy and Cheese,Almarai - Cheddar 10 Slices (200g),Units,1,0,925.05,0,1,#N/A,#N/A,#N/A,#N/A
Badar,6281007184489,Milk Dairy and Cheese,Almarai - Cheddar Low Fat Slices (200g),Units,10,10,949.19,9491.9,20,#N/A,#N/A,#N/A,#N/A
Badar,6281007062671,Milk Dairy and Cheese,Almarai - Chocolate Hazelnut Milk (225ml),Units,0,0,550,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007038898,Milk Dairy and Cheese,Almarai - Chocolate Milk (150ml),Units,7,0,300,0,7,#N/A,#N/A,#N/A,#N/A
Badar,6281007061261,Milk Dairy and Cheese,Almarai - Chocolate Protein Milk (400ml),Units,5,0,1347.46,0,5,#N/A,#N/A,#N/A,#N/A
Badar,6281007031196,Milk Dairy and Cheese,Almarai - Cooking Cream (250ml),Units,3,1,1177.97,1177.97,4,#N/A,#N/A,#N/A,#N/A
Badar,6281007042802,Milk Dairy and Cheese,Almarai - Cream (170g),Units,0,0,516.95,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007023955,Milk Dairy and Cheese,Almarai - Cream Cheese 6pcs (100g),Units,3,2,572.03,1144.06,5,#N/A,#N/A,#N/A,#N/A
Badar,6281007042765,Milk Dairy and Cheese,Almarai - Creamy Taste 500g,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007060387,Milk Dairy and Cheese,Almarai - Date Milk (225ml),Units,0,0,529.66,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007060356,Milk Dairy and Cheese,Almarai - Double Chocolate Milk (225ml),Units,4,3,583.22,1749.66,7,#N/A,#N/A,#N/A,#N/A
Badar,6281007031233,Milk Dairy and Cheese,Almarai - Feta Cheese (200g),Units,6,2,835,1670,8,#N/A,#N/A,#N/A,#N/A
Badar,6281007031257,Milk Dairy and Cheese,Almarai - Feta Cheese (400g),Units,3,6,1580,9480,9,#N/A,#N/A,#N/A,#N/A
Badar,6281007031240,Milk Dairy and Cheese,Almarai - Feta Cheese Lite (200g),Units,0,2,839.66,1679.32,2,#N/A,#N/A,#N/A,#N/A
Badar,6281007031264,Milk Dairy and Cheese,Almarai - Feta Cheese Lite (400g),Units,4,5,1580,7900,9,#N/A,#N/A,#N/A,#N/A
Badar,6281007023122,Beverages,Almarai - Laban Full Fat (180ml),Units,0,0,466.1,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007039581,Beverages,Almarai - Laban Mango (180ml),Units,0,0,550,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007023221,Beverages,Almarai - Laban Strawberry (180ml),Units,0,0,466.1,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007032575,Milk Dairy and Cheese,Almarai - Low Fat Milk (200ml),Units,0,8,393,3144,8,#N/A,#N/A,#N/A,#N/A
Badar,6281007055888,Beverages,Almarai - Mango & Grape (140ml),Units,0,1,325,325,1,#N/A,#N/A,#N/A,#N/A
Badar,6281007053594,Beverages,Almarai - Mango & Grape Juice (200ml),Units,0,0,466.1,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007070577,Milk Dairy and Cheese,Almarai - Marvello Cream Cheese Herb (200g),Units,1,1,1339.41,1339.41,2,#N/A,#N/A,#N/A,#N/A
Badar,6281007032285,Milk Dairy and Cheese,Almarai - Milk Fat Free (1Ltr) ,Units,0,0,1700,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007071574,Milk Dairy and Cheese,Almarai - Milk Full Fat (1L),Units,0,0,1100,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007032568,Milk Dairy and Cheese,Almarai - Milk Full Fat (200ml),Units,0,0,384.2233333,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007032278,Milk Dairy and Cheese,Almarai - Milk Low Fat (1Ltr),Units,0,0,1688.16,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007053723,Beverages,Almarai - Mixed Berry (200ml),Units,0,0,494.07,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007057783,Beverages,Almarai - Mixed Fruit (140ml),Units,3,3,325,975,6,#N/A,#N/A,#N/A,#N/A
Badar,6281007053549,Beverages,Almarai - Mixed Fruit (200ml),Units,0,0,466.1,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007053662,Beverages,Almarai - Mixed Fruit Lemon (200ml),Units,0,0,466.1,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007053624,Beverages,Almarai - Mixed Fruit Mango Juice (200ml),Units,0,0,466.1,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007055284,Beverages,Almarai - Orange Juice (200ml),Units,0,0,466.1,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007054980,Beverages,Almarai - Orange Mixed Fruit (140ml),Units,7,4,323.91,1295.64,11,#N/A,#N/A,#N/A,#N/A
Badar,6281007058537,Beverages,Almarai - Pomegranate Mix Fruit 200ml,Units,0,0,550,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007066570,Beverages,Almarai - Protien Milk Coffee Flavour (400ml) ,Units,0,0,1347.46,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007064729,Milk Dairy and Cheese,Almarai - Salted Caramel Milk (225ml),Units,2,2,610,1220,4,#N/A,#N/A,#N/A,#N/A
Badar,6281007169202,Milk Dairy and Cheese,Almarai - Sandwich 10 Slices (200g),Units,2,2,949.22,1898.44,4,#N/A,#N/A,#N/A,#N/A
Badar,6281007062732,Milk Dairy and Cheese,Almarai - Strawberry & Banana Protein Milk (400ml),Units,0,0,1347.46,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007038928,Milk Dairy and Cheese,Almarai - Strawberry Milk (150ml),Units,6,8,300,2400,14,#N/A,#N/A,#N/A,#N/A
Badar,6281007060370,Milk Dairy and Cheese,Almarai - Strawberry Milk (225ml),Units,2,2,610,1220,4,#N/A,#N/A,#N/A,#N/A
Badar,6281007032834,Milk Dairy and Cheese,Almarai - Strawberry Yoghurt (140g),Units,0,0,200,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007038959,Milk Dairy and Cheese,Almarai - Vanilla Milk (150ml),Units,0,0,300,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007061278,Milk Dairy and Cheese,Almarai - Vanilla Protein Milk (400ml),Units,0,0,1347.46,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6281007031219,Milk Dairy and Cheese,Almarai - Whipping Cream (250ml),Units,0,2,1093.22,2186.44,2,#N/A,#N/A,#N/A,#N/A
Badar,6281007063401,Pantry,Almarai - Whipping Cream Mix - (70g) ,Units,0,0,766,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1695,Frozen,Almasa - Beef breakfast Beacon,Units,0,0,1885,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3274,Frozen,Almasa - Roasted Beef (500g),Units,0,0,2850,0,0,#N/A,#N/A,#N/A,#N/A
Badar,6291100862566,Frozen,Almasa - Smoked Beef Strip,Units,0,0,2700,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1970,Pantry,Almasa - Smoked Beef Strips 500g,Units,0,0,2700,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2091,Frozen,Almasa - Smoked Turkey Brest 500g,Units,0,0,3100,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2539,Dry Fruits,Almond American Big (200g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00273,Dry Fruits,Almond American Big (250g),Units,5,2,685.84,1371.68,7,#N/A,00138,0.25,1.25
Badar,00288,Dry Fruits,Almond American Big (500g),Units,6,2,1440,2880,8,#N/A,00138,0.5,3
Badar,00138,Dry Fruits,Almond American Big Loose,kg,1.38,2.43,2851.25,6928.5375,3.81,#N/A,#N/A,#N/A,#N/A
Badar,2637,Dry Fruits,Almond American Small (200g),Units,0,0,510,0,0,#N/A,#N/A,#N/A,#N/A
Badar,0015968,Dry Fruits,Almond American Small (250g),Units,0,3,560,1680,3,#N/A,0015986,0.25,0
Badar,0015988,Dry Fruits,Almond American Small (500g),Units,0,0,1120,0,0,#N/A,0015986,0.5,0
Badar,0015986,Dry Fruits,Almond American Small Loose,kg,0,0,2240,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1954,Dry Fruits,Almond Caramel Coated (200g),Units,4,4,608,2432,8,#N/A,1943,0.2,0.8
Badar,1943,Dry Fruits,Almond Caramel Nuts (Loose),kg,0.84,1.64,3040,4985.6,2.48,#N/A,#N/A,#N/A,#N/A
Badar,759,Dry Fruits,Almond Chicki Bar (200g),Units,0,0,742.58,0,0,#N/A,1865,0.05,0
Badar,1865,Dry Fruits,Almond Chicki Bar Loose,kg,0,0,3833.17,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1535,Dry Fruits,Almond Dark Chocolate (200g),Units,6,2,935.43,1870.86,8,#N/A,1534,0.2,1.2
Badar,1534,Dry Fruits,Almond Dark Chocolate Loose,kg,0,0,5745.57,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2966,Dry Fruits,Almond Flaming Hot (200g) ,Units,0,0,614.61,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2965,Dry Fruits,Almond Flaming Hot Loose ,kg,0,0,3040,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2996,Dry Fruits,Almond Gajjak Roll (200g) ,Units,0,0,263.44,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2995,Dry Fruits,Almond Gajjak Roll Loose ,kg,0,0,1317.2,0,0,#N/A,#N/A,#N/A,#N/A
Badar,715,Dry Fruits,Almond Hot BBQ (200g),Units,2,5,1364.31,6821.55,7,#N/A,703,0.2,0.4
Badar,1161,Dry Fruits,Almond Hot BBQ Snack Pack,Units,0,0,342.22,0,0,#N/A,703,0.05,0
Badar,703,Dry Fruits,Almond Hot BBQ loose,kg,0,0,6937.74,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00274,Dry Fruits,Almond Irani (250g),Units,0,0,1040,0,0,#N/A,00139,0.25,0
Badar,00289,Dry Fruits,Almond Irani (500g),Units,1,3,2080,6240,4,#N/A,00139,0.5,0.5
Badar,00139,Dry Fruits,Almond Irani Loose,kg,0,0,4160,0,0,#N/A,#N/A,#N/A,#N/A
Badar,716,Dry Fruits,Almond Lemon (200g),Units,3,5,1378.49,6892.45,8,#N/A,704,0.2,0.6
Badar,704,Dry Fruits,Almond Lemon Loose,kg,0,0,6950.24,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1162,Dry Fruits,Almond Lemon Snack Pack,Units,4,0,350.34,0,4,#N/A,704,0.05,0.2
Badar,2992,Dry Fruits,Almond Mild Salted (250g) ,Units,0,0,760,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2993,Dry Fruits,Almond Mild Salted (500g) ,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2991,Dry Fruits,Almond Mild Salted Loose ,kg,0,0,3040,0,0,#N/A,#N/A,#N/A,#N/A
Badar,001794,Dry Fruits,Almond Milk Chocolate (200g),Units,4,2,1299.27,2598.54,6,#N/A,003415,0.2,0.8
Badar,003415,Dry Fruits,Almond Milk Chocolate Loose,kg,0,0,5440.03,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1160,Dry Fruits,Almond Milk Chocolate Snack Pack,Units,6,6,324.69,1948.14,12,#N/A,003415,0.05,0.3
Badar,2964,Dry Fruits,Almond Paprika (200g) ,Units,0,0,608,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2963,Dry Fruits,Almond Paprika Loose ,kg,0,0,3040,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2989,Dry Fruits,Almond Roasted (250g) ,Units,0,0,760,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2990,Dry Fruits,Almond Roasted (500g) ,Units,0,0,1520,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2988,Dry Fruits,Almond Roasted Loose ,kg,0,0,3040,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00275,Dry Fruits,Almond Salted (250g),Units,9,6,656.31,3937.86,15,#N/A,00140,0.25,2.25
Badar,00290,Dry Fruits,Almond Salted (500g),Units,4,2,1299.39,2598.78,6,#N/A,00140,0.5,2
Badar,00140,Dry Fruits,Almond Salted Loose,kg,1.05,1.18,2656.36,3134.5048,2.23,#N/A,#N/A,#N/A,#N/A
Badar,598,Dry Fruits,Almond Sliced (150g),kg,3,0,677.09,0,3,#N/A,600,0.15,0.45
Badar,600,Dry Fruits,Almond Sliced loose,kg,0,0,4645.72,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1502,Dry Fruits,Almond Slivered Local (200g),Units,2,4,466.41,1865.64,6,#N/A,1543,0.2,0.4
Badar,1543,Dry Fruits,Almond Slivered Local (Loose),kg,0,0,2641.77,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00276,Dry Fruits,Almond Smoked (250g),Units,6,0,680,0,6,#N/A,00141,0.25,1.5
Badar,00291,Dry Fruits,Almond Smoked (500g),Units,5,4,1360,5440,9,#N/A,00141,0.5,2.5
Badar,00141,Dry Fruits,Almond Smoked Loose,kg,1.28,2.22,2720,6038.4,3.5,#N/A,#N/A,#N/A,#N/A
Badar,1045,Dry Fruits,Almond Spanish Krikri (200g),Units,0,0,0,0,0,#N/A,1044,0.2,0
Badar,1044,Dry Fruits,Almonds Spanish Krikri Loose,kg,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5010029211023,Pantry,Alpen - Fruit & Nut (140g),Units,0,0,830.85,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5010029211030,Pantry,Alpen - Fruit & Nut Chocolate (145g),Units,0,0,830.85,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5010029201246,Pantry,Alpen - No Sugar Swiss Style Muesli (560g),Units,0,0,1657.32,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5010029001808,Pantry,Alpen - Original Swiss Style Muesli (375g),Units,0,0,1132.58,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5010029211061,Pantry,Alpen - Strawberry & Yoghurt(145g),Units,0,0,830.85,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5010029226133,Pantry,Alpen - The Original Swiss Style Muesli (550g),Units,0,0,1657.32,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5411188114666,Milk Dairy and Cheese,Alpro -  Dark Chocolate & Almond (1ltr),Units,0,0,1900,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5411188112709,Milk Dairy and Cheese,Alpro - Almond No Sugar (1ltr),Units,0,0,1900,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5411188110835,Milk Dairy and Cheese,Alpro - Almond Roasted (1ltr),Units,0,0,1900,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5411188120742,Milk Dairy and Cheese,Alpro - Almond Vanilla (1Ltr),Units,0,0,1900,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5411188129899,Milk Dairy and Cheese,Alpro - Barista Almond (1Ltr),Units,0,0,1650,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5411188119753,Milk Dairy and Cheese,Alpro - Barista Coconut (1Ltr),Units,0,0,1650,0,0,#N/A,#N/A,#N/A,#N/A
