Branch,barcode,Product Category,Name,Unit of Measure,May,quantity,Rate,Amount,Zero Check,KIT items,Actual ID,conversion,Actual Qty
Badar,1177,Dry Fruits,Dried Goji berries Snack Pack,Units,2,4,274.37,1097.48,6,#N/A,742,0.05,0.1
Badar,001580,Dry Fruits,Dried Kiwi Slices (150g),Units,4,4,668.81,2675.24,8,#N/A,743,0.15,0.6
Badar,743,Dry Fruits,Dried Kiwi Slices loose,kg,0,0,3755.18,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3177,Dry Fruits,Dried Mango Chaunsa (150g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3176,Dry Fruits,Dried Mango Chaunsa Loose ,Units,0,0,3601.69,0,0,#N/A,#N/A,#N/A,#N/A
Badar,001581,Dry Fruits,Dried Mango Slices (150g),Units,6,3,639.11,1917.33,9,#N/A,744,0.15,0.9
Badar,744,Dry Fruits,Dried Mango Slices Loose,kg,0,0,4137.09,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1178,Dry Fruits,Dried Mango Slices Snack Pack,Units,3,2,212.79,425.58,5,#N/A,744,0.05,0.15
Badar,1181,Dry Fruits,Dried Mixed Berries Snack Pack,Units,1,2,326.28,652.56,3,#N/A,1014,0.05,0.05
Badar,001583,Dry Fruits,Dried Papaya Cubes (150g),Units,3,4,490.61,1962.44,7,#N/A,748,0.15,0.45
Badar,748,Dry Fruits,Dried Papaya Cubes Loose,kg,0,0,3236.74,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2825,Dry Fruits,Dried Papaya Slices 150g,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2824,Dry Fruits,Dried Papaya Slices Loose,kg,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,001584,Dry Fruits,Dried Pineapple Cubes (150g),Units,3,7,582.74,4079.18,10,#N/A,745,0.15,0.45
Badar,745,Dry Fruits,Dried Pineapple Cubes Loose,kg,0,0,3851.88,0,0,#N/A,#N/A,#N/A,#N/A
Badar,001585,Dry Fruits,Dried Pineapple Rings (150g),Units,3,4,643.93,2575.72,7,#N/A,1298,0.15,0.45
Badar,1298,Dry Fruits,Dried Pineapple Rings Loose,kg,0,0,4326.03,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2515,Dry Fruits,Dried Plum Sliced (200g),Units,4,5,402.03,2010.15,9,#N/A,#N/A,#N/A,#N/A
Badar,2514,Dry Fruits,Dried Plum Sliced Loose,kg,0,0,1600,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2865,Dry Fruits,Dried Raspberries 150g,Units,0,0,1203.71,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2864,Dry Fruits,Dried Raspberries Loose,kg,0,0,8024.15,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00347,Dry Fruits,Dried Shahtoot Black (250g),Units,0,0,0,0,0,#N/A,00348,0.25,0
Badar,2263,Dry Fruits,Dried Shahtoot Black (Kg),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2202,Dry Fruits,Dried Shahtoot Brown (250g),Units,0,0,148.31,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00348,Dry Fruits,Dried Shahtoot Brown (Kg),kg,0,0,593.2,0,0,#N/A,#N/A,#N/A,#N/A
Badar,835,Dry Fruits,Dried Strawberries (150g),Units,4,3,843.01,2529.03,7,#N/A,747,0.15,0.6
Badar,747,Dry Fruits,Dried Strawberries Loose,kg,0,0,5775.52,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1180,Dry Fruits,Dried Strawberries Snack Pack,Units,2,2,267.48,534.96,4,#N/A,747,0.05,0.1
Badar,1179,Dry Fruits,Dried kiwi Slices Snack Pack,Units,0,6,223.99,1343.94,6,#N/A,743,0.05,0
Badar,1692,Pantry,Drs Kitchen - Brioche Rolls,Units,0,0,280,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1438,Pantry,Drs Kitchen - Cinnamon & Raisin Bagel,Units,0,0,128,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1437,Pantry,Drs Kitchen - Everything Bagel,Units,0,0,128,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1435,Pantry,Drs Kitchen - Plain Bagels,Units,0,0,112,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1436,Pantry,Drs Kitchen - Sesame Bagel,Units,0,0,112,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2146,Pantry,Drs Kitchen - Simit Turkish Bagel,Units,0,0,176,0,0,#N/A,#N/A,#N/A,#N/A
Badar,269,Vegetables,Drum Stick 1kg,kg,0,0,100,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00173,Dry Fruits,Dry Coconut,Units,0,0,932.2,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00174,Dry Fruits,Dry Coconut Cut,Units,0,0,580,0,0,#N/A,#N/A,#N/A,#N/A
Badar,00159654,Dry Fruits,Dry Coconut Cut (250g),Units,0,0,0,0,0,#N/A,00174,0.25,0
Badar,120140,Packaging,Dry Fruits Bag 14*20,Units,0,0,16.09,0,0,#N/A,#N/A,#N/A,#N/A
Badar,745314062824,Frozen,Dumpling - Chicken Shitake Dumplings,Units,0,0,760,0,0,#N/A,#N/A,#N/A,#N/A
Badar,745314062831,Frozen,Dumpling - Nepali Momos,Units,0,0,720,0,0,#N/A,#N/A,#N/A,#N/A
Badar,745314062848,Frozen,Dumpling - Vegetable Dumplings,Units,0,0,600,0,0,#N/A,#N/A,#N/A,#N/A
Badar,788364734266,Frozen,Dumplings - Chicken Cheese Dumplings,Units,0,0,1000,0,0,#N/A,#N/A,#N/A,#N/A
Badar,788364734273,Frozen,Dumplings - Prawn Dumplings ,Units,0,0,1200,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3430,Pantry,Durrani - Gur Shakkar,Units,3,0,400,0,3,#N/A,#N/A,#N/A,#N/A
Badar,781,Dry Fruits,Durrani Farms - Meva Gurr (500g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8428532230108,Milk Dairy and Cheese,ECOMIL ALMOND  NATURE SUGAR FREE 200ML,Units,0,0,584.65,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175000709,Pantry,EL Sabor - Big Wraps Original 6 Pcs (New Pack),Units,0,0,648,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175000938,Pantry,EL Sabor - Big Wraps Wholemeal 4 Pcs (New Pack),Units,0,0,648,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175001690,Pantry,EL Sabor - Nacho Chips American BBQ (100g),Units,0,1,503.7,503.7,1,#N/A,#N/A,#N/A,#N/A
Badar,5202175001683,Pantry,EL Sabor - Nacho Chips Cheese Flavor (100g),Units,3,2,504,1008,5,#N/A,#N/A,#N/A,#N/A
Badar,5202175000808,Pantry,EL Sabor - Nacho Chips Cheese Flavor (200g),Units,2,1,792,792,3,#N/A,#N/A,#N/A,#N/A
Badar,5202175000792,Pantry,EL Sabor - Nacho Chips Chili Flavor (200g),Units,0,0,792,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175000785,Pantry,EL Sabor - Nacho Chips Salted Flavor (200g),Units,1,1,792,792,2,#N/A,#N/A,#N/A,#N/A
Badar,5202175001751,Pantry,EL Sabor - Nacho Chips Spicy Jalapeno (100g),Units,2,2,504,1008,4,#N/A,#N/A,#N/A,#N/A
Badar,5202175002468,Pantry,EL Sabor - Nacho Chips Texas BBQ Flavor (200g),Units,2,2,792,1584,4,#N/A,#N/A,#N/A,#N/A
Badar,5202175002505,Pantry,EL Sabor - Wraps Mutligrain 8 pcs,Units,0,0,648,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175002154,Pantry,EL Sabor - Wraps Original 6 Pcs (420g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175002086,Pantry,EL Sabor - Wraps Original 8 Pcs (346g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175002116,Pantry,EL Sabor - Wraps Original 8 Pcs (New Pack),Units,0,0,648.15,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175002192,Pantry,EL Sabor - Wraps Wholemeal 8 Pcs (New Pack),Units,0,0,648,0,0,#N/A,#N/A,#N/A,#N/A
Badar,836,Vegetables,Ear Mushroom - Purchase ID in KG,kg,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2702,Pantry,EarthBar - Buck Wheat Flour 350g,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2703,Pantry,EarthBar - Creamy BuckWheat Cereal 350g,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,0769503279916,Pantry,Eat Better - Gluten Free Rolled Oats (450g),Units,0,0,1642.74,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5026489483047,Pantry,Eat Real - Hummus Chips Chilli & Lemon (135g),Units,0,0,1182.58,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5026489483955,Pantry,Eat Real - Hummus Chips Sea Salt (45g),Units,0,0,298.43,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5026489483023,Pantry,Eat Real - Hummus Chips Sea Salt Flavour (135g),Units,0,0,1168.41,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5026489483030,Pantry,Eat Real - Hummus Chips Tomato & Basil (135g),Units,0,0,400,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5026489483078,Pantry,Eat Real - Lentil Chips Chilli & Lemon Flavour (113g),Units,0,0,1013.37,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5026489487069,Pantry,Eat Real - Quinoa Chips Chilli & Lime Flavour (80g),Units,0,0,833.86,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5026489487083,Pantry,Eat Real - Quinoa Chips Sour Cream & Chives (80g),Units,0,0,1242.5,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2557,Vegetables,Eat Smart - Broccoli & Lettuce Salad,Units,0,0,155,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2654,Vegetables,Eat Smart - Color Of Spring ,Units,0,0,260,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2621,Vegetables,Eat Smart - Kale & Romaine Lettuce Salad,Units,0,0,247,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2595,Vegetables,Eat Smart - Lettuce & Red Swiss Chard Salad,Units,0,0,150,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2655,Vegetables,Eat Smart - Winter Salad,Units,0,0,290,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8428532230085,Milk Dairy and Cheese,Ecomil - Almond Calcium Nature Sugar Free (1ltr),Units,0,0,2267.24,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8428532192406,Milk Dairy and Cheese,Ecomil - Almond Chia Nature Sugar Free (1ltr),Units,0,0,1860.63,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8428532192420,Milk Dairy and Cheese,Ecomil - Almond Classic Nature Sugar Free (1ltr),Units,0,0,1936.42,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8428532230245,Milk Dairy and Cheese,Ecomil - Almond Nature Protein Sugar Free (1ltr),Units,0,0,2025.2,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8428532230061,Milk Dairy and Cheese,Ecomil - Almond Nature Sugar Free (1Ltr),Units,0,0,1148.65,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8428532230252,Milk Dairy and Cheese,Ecomil - Almond Nature Vanilla Sugar Free (1ltr),Units,0,0,1740.76,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8428532230276,Milk Dairy and Cheese,Ecomil - Coconut Nature Calcium (1Ltr),Units,0,0,2338.26,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8428532121437,Milk Dairy and Cheese,Ecomil - Coconut Nature Sugar Free (1ltr),Units,0,0,2274.72,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1721,Milk Dairy and Cheese,Edam Mild Exotic Loose,kg,0.3,0,4467.38,0,0.3,#N/A,#N/A,#N/A,#N/A
Badar,6922497900011,Frozen,Edamame (Frozen) - 500g,Units,0,0,2250,0,0,#N/A,#N/A,#N/A,#N/A
Badar,4711152978005,Frozen,Edamame Otosan Soy Bean 500g,Units,0,0,2300,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2744,Packaging,Eid Greeting Card - Holographic (Pack of 5),Units,0,0,844,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2745,Packaging,Eid Greeting Card - Kids (Pack of 6),Units,0,0,1004,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175001522,Pantry,El Sabor - Nacho Chips Cheese (225g),Units,0,0,792,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175001539,Pantry,El Sabor - Nacho Chips Chilli (225g),Units,0,0,792,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175001553,Pantry,El Sabor - Nacho Chips Jalapeno (225g),Units,0,0,792,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175001515,Pantry,El Sabor - Nacho Chips Salted (225g),Units,0,0,792,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175001546,Pantry,El Sabor - Nacho Chips Texas BBQ (225g),Units,2,2,792,1584,4,#N/A,#N/A,#N/A,#N/A
Badar,5202175012061,Pantry,El Sabor - Small Wraps Original 18pcs (504gm),Units,0,0,648,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5060107332645,Baby Food,Ella's Kitchen - Mangoes (70g),Units,0,0,745.48,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5060107330382,Baby Food,Ella's Kitchen - Peaches + Bananas (120g),Units,0,0,1037.92,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5060503500723,Baby Food,Ella's Kitchen - Pears Peas + Broccoli (120g),Units,0,0,1037.85,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5060107330016,Baby Food,Ella's Kitchen - Red One (90g),Units,0,0,576.33,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5060503500747,Baby Food,Ella's Kitchen - Strawberries + Apples (120g),Units,0,0,1029.08,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5060107335929,Baby Food,Ella's Kitchen - White One (90g),Units,0,0,698.46,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5060503500686,Baby Food,Ella's Kitchen Blueberries Apples + Bananas With Vanilla (120g),Units,0,0,1030.53,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5060107330412,Baby Food,Ellas Kitchen - Green One (90g),Units,0,0,585.1,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5060107330030,Baby Food,Ellas Kitchen - Yellow One (90g),Units,0,0,585.09,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3451790886256,Milk Dairy and Cheese,Elle & Vire - Blueberry Fruits (125g),Units,0,0,466.1,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3451790019135,Milk Dairy and Cheese,Elle & Vire - Creme Dessert Cafe 100g,Units,0,0,490,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3451790019159,Milk Dairy and Cheese,Elle & Vire - Creme Dessert Caramel 100g,Units,0,0,490,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3451790019142,Milk Dairy and Cheese,Elle & Vire - Creme Dessert Chocolat 100g,Units,0,0,490,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3451790709951,Milk Dairy and Cheese,Elle & Vire - Fraise Strawberry (125g),Units,0,0,550,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3451790397622,Milk Dairy and Cheese,Elle & Vire - Fruits Apricot 125g,Units,0,0,466.1,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3451790397745,Milk Dairy and Cheese,Elle & Vire - Fruits Mixed Berry 125g,Units,0,0,466.1,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3451790019715,Milk Dairy and Cheese,Elle & Vire - Fruits Tropical 125g,Units,0,0,525,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3451790188718,Milk Dairy and Cheese,Elle & Vire - Greek Style Yogurt (125g) ,Units,0,0,550.85,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3451790872051,Milk Dairy and Cheese,Elle & Vire - Mango Fruits (125g),Units,0,0,550,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3451790019678,Milk Dairy and Cheese,Elle & Vire - Mon Grec Citron Lemon 125g,Units,0,0,590,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3451790188831,Milk Dairy and Cheese,Elle & Vire - Mon Grec Miel Honey 125g,Units,0,0,590,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3451790011917,Milk Dairy and Cheese,Elle & Vire - Mon Grec Vanille 125g,Units,0,0,590,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3451790019739,Milk Dairy and Cheese,Elle & Vire - Peach Fruits (125g),Units,0,0,507.14,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3451790802485,Milk Dairy and Cheese,Elle & Vire - Whipped Cream (235ml),Units,2,0,1737.29,0,2,#N/A,#N/A,#N/A,#N/A
Badar,3451790802515,Milk Dairy and Cheese,Elle & Vire - Whipped Cream Light (232ml),Units,1,0,1737.29,0,1,#N/A,#N/A,#N/A,#N/A
Badar,3451790397509,Milk Dairy and Cheese,Elle&Vire - Strawberry Fruits (125g),Units,0,0,550,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175004288,Pantry,Elsabor - Dips Cheddar Cheese 300g,Units,2,0,887.04,0,2,#N/A,#N/A,#N/A,#N/A
Badar,5202175004233,Pantry,Elsabor - Dips Guacamole 300g,Units,2,0,792,0,2,#N/A,#N/A,#N/A,#N/A
Badar,5202175004257,Pantry,Elsabor - Dips Hot Salsa 300g,Units,0,0,798.65,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175000839,Pantry,Elsabor - Dips Jalapeno Cheese 300g,Units,4,0,860.06,0,4,#N/A,#N/A,#N/A,#N/A
Badar,5202175001454,Pantry,Elsabor - Nacho Chips Gluten Cheese 100g,Units,0,0,504,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175001034,Pantry,Elsabor - Nacho Chips Gluten Chili 100g,Units,0,0,504,0,0,#N/A,#N/A,#N/A,#N/A
Badar,5202175000846,Pantry,Elsabor - Nacho Chips Jalapeno Flavor 100g,Units,2,1,504.21,504.21,3,#N/A,#N/A,#N/A,#N/A
Badar,5202175001089,Pantry,Elsabor - Nacho Chips Natural Flavor 100g,Units,4,3,504,1512,7,#N/A,#N/A,#N/A,#N/A
Badar,5202175001096,Pantry,Elsabor - Nacho Chips Salted 100g,Units,1,0,504,0,1,#N/A,#N/A,#N/A,#N/A
Badar,5202175001652,Pantry,Elsabor - Nacho Chips Texas BBQ 100g,Units,3,1,504,504,4,#N/A,#N/A,#N/A,#N/A
Badar,5202175004202,Pantry,Elsabor - Salsa Dip 315g,Units,2,0,792,0,2,#N/A,#N/A,#N/A,#N/A
Badar,726529159677,Pantry,Emma - Almond Cranberry Bars,Units,4,0,960,0,4,#N/A,#N/A,#N/A,#N/A
Badar,726529159431,Milk Dairy and Cheese,Emma - Blueberry Bliss,Units,19,5,560,2800,24,#N/A,#N/A,#N/A,#N/A
Badar,726529159608,Milk Dairy and Cheese,Emma - Blueberry Bliss (400g),Units,1,0,1400,0,1,#N/A,#N/A,#N/A,#N/A
Badar,726529159585,Milk Dairy and Cheese,Emma - Chocolate Crush Yogurt,Units,10,7,520,3640,17,#N/A,#N/A,#N/A,#N/A
Badar,2443,Frozen,Emma - Chocolate Froyo Pop,Units,0,0,280,0,0,#N/A,#N/A,#N/A,#N/A
Badar,741,Pantry,Emma - Coffee Bites,Units,4,4,480,1920,8,#N/A,#N/A,#N/A,#N/A
Badar,726529159530,Milk Dairy and Cheese,Emma - Expressly Espresso yoghurt,Units,4,2,496,992,6,#N/A,#N/A,#N/A,#N/A
Badar,648,Milk Dairy and Cheese,Emma - Hint of Honey Yogurt,Units,7,6,440,2640,13,#N/A,#N/A,#N/A,#N/A
Badar,2111,Milk Dairy and Cheese,Emma - Hinto Honey 400g,Units,0,0,1080,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2879,Milk Dairy and Cheese,Emma - Ice Cream Soda ,Units,0,0,424,0,0,#N/A,#N/A,#N/A,#N/A
Badar,726529159653,Pantry,Emma - Loaded Bars,Units,5,0,960,0,5,#N/A,#N/A,#N/A,#N/A
Badar,726529159516,Milk Dairy and Cheese,Emma - Luscious Lemon Yogurt,Units,4,4,456,1824,8,#N/A,#N/A,#N/A,#N/A
Badar,726529159639,Milk Dairy and Cheese,Emma - Mint Affair,Units,4,1,544,544,5,#N/A,#N/A,#N/A,#N/A
Badar,726529159547,Pantry,Emma - Muesli,Units,0,0,1000,0,0,#N/A,#N/A,#N/A,#N/A
Badar,726529159660,Vegetables,Emma - NYT Broccoli (8Pc),Units,0,0,550.04,0,0,#N/A,#N/A,#N/A,#N/A
Badar,726529159486,Pantry,Emma - NYT Nuggets (16PC),Units,0,0,1671.6,0,0,#N/A,#N/A,#N/A,#N/A
Badar,1477,Frozen,Emma - NYT Nuggets (24pc),Units,0,0,1990.8,0,0,#N/A,#N/A,#N/A,#N/A
Badar,726529159561,Frozen,Emma - NYT Nuggets (8Pc),Units,0,0,823.2,0,0,#N/A,#N/A,#N/A,#N/A
Badar,726529159646,Frozen,Emma - NYT Paroti Paratha,Units,0,0,304,0,0,#N/A,#N/A,#N/A,#N/A
Badar,726529159462,Milk Dairy and Cheese,Emma - Original Greek 400g,Units,2,0,1064,0,2,#N/A,#N/A,#N/A,#N/A
Badar,726529159622,Milk Dairy and Cheese,Emma - Pina Colada,Units,5,3,544,1632,8,#N/A,#N/A,#N/A,#N/A
Badar,726529159493,Pantry,Emma - Signature Honey Granola,Units,4,0,1512,0,4,#N/A,#N/A,#N/A,#N/A
Badar,726529159592,Milk Dairy and Cheese,Emma - Silky Strawberry (400g),Units,0,0,1200,0,0,#N/A,#N/A,#N/A,#N/A
Badar,726529159417,Milk Dairy and Cheese,Emma - Silky Strawberry Yogurt (with chia seeds),Units,15,13,480,6240,28,#N/A,#N/A,#N/A,#N/A
Badar,1429,Milk Dairy and Cheese,Emma - Simply Dillicious Probiotic Dip (200g),Units,3,0,584,0,3,#N/A,#N/A,#N/A,#N/A
Badar,1430,Milk Dairy and Cheese,Emma - Simply Salted Probiotic Dip (200g),Units,0,0,520,0,0,#N/A,#N/A,#N/A,#N/A
Badar,726529159479,Milk Dairy and Cheese,Emma - Stevia Dark Chocolove Yogurt,Units,3,5,560,2800,8,#N/A,#N/A,#N/A,#N/A
Badar,726529159523,Pantry,Emma - Strawberry Cheesecake,Units,10,2,544,1088,12,#N/A,#N/A,#N/A,#N/A
Badar,2442,Frozen,Emma - Strawberry Froyo Pop,Units,0,0,280,0,0,#N/A,#N/A,#N/A,#N/A
Badar,726529159400,Milk Dairy and Cheese,Emma - The Original Greek Yogurt,Units,8,15,424,6360,23,#N/A,#N/A,#N/A,#N/A
Badar,726529159578,Milk Dairy and Cheese,Emma - Tiramisu Treat,Units,8,0,544,0,8,#N/A,#N/A,#N/A,#N/A
Badar,2444,Frozen,Emma - Vanilla Froyo Pop,Units,0,0,280,0,0,#N/A,#N/A,#N/A,#N/A
Badar,726529159615,Milk Dairy and Cheese,Emma - Vanilla Spice,Units,5,0,496,0,5,#N/A,#N/A,#N/A,#N/A
Badar,726529159448,Milk Dairy and Cheese,Emma - Vanilla Vibe (150g),Units,15,9,481.77,4335.93,24,#N/A,#N/A,#N/A,#N/A
Badar,1836,Milk Dairy and Cheese,Emma - Vanilla Vibe (150g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,726529159455,Milk Dairy and Cheese,Emma - Vanilla Vibe (400g),Units,2,0,1200,0,2,#N/A,#N/A,#N/A,#N/A
Badar,726529159509,Pantry,Emma - Vintage Chocolate Granola,Units,7,0,2360,0,7,#N/A,#N/A,#N/A,#N/A
Badar,844,Dry Fruits,Energy Mix (200g),Units,5,4,848.3,3393.2,9,#N/A,850,0.2,1
Badar,850,Dry Fruits,Energy Mix Loose,kg,1.18,2.53,4326.98,10947.2594,3.71,#N/A,#N/A,#N/A,#N/A
Badar,1185,Dry Fruits,Energy Mix Snack Pack,Units,4,4,217.63,870.52,8,#N/A,850,0.05,0.2
Badar,3123930612383,Milk Dairy and Cheese,Entremont - Emmental (220g),Units,0,0,1525.71,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3123930617609,Milk Dairy and Cheese,Entremont - Emmental 10 Slices(150g),Units,0,0,1550,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8410916916104,Pantry,Espanola - Green Peppercorns 100g,Units,0,0,575,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8690533714141,Pantry,Eti - Crax Cheese Stick Crackers (80g),Units,0,0,370.19,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8690526064499,Pantry,Eti - Crax Chilli Lime Stick Crackers (50g),Units,0,0,252.05,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8690533014234,Pantry,Eti - Crax Daha Baharatli Stick Crackers (80g),Units,0,0,347.63,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8690526044873,Pantry,Eti - Crax Spicy Stick Crackers (50g),Units,0,0,136,0,0,#N/A,#N/A,#N/A,#N/A
Badar,8690533034010,Pantry,Eti - Crax Stick Crackers (40g),Units,0,0,194.37,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3068320001128,Beverages,Evian -  Mineral Water (1.5 Ltr),Units,3,1,640.76,640.76,4,#N/A,#N/A,#N/A,#N/A
Badar,3068320111094,Beverages,Evian - Mineral Water (1 Ltr),Units,0,0,497.84,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3068320109596,Beverages,Evian - Mineral Water (500ml),Units,0,0,429.59,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3068320014067,Beverages,Evian - Mineral Water (750ml),Units,0,0,433.92,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3068320103372,Beverages,Evian - Natural Mineral Water Glass Bottle (750ml),Units,8,0,724.84,0,8,#N/A,#N/A,#N/A,#N/A
Badar,3068320063003,Beverages,Evian water (330ml),Units,0,0,390,0,0,#N/A,#N/A,#N/A,#N/A
Badar,002014,Dry Fruits,Exotic Cocktail Mix (250g),Units,4,5,904.37,4521.85,9,#N/A,003432,0.25,1
Badar,1192,Dry Fruits,Exotic Cocktail Mix Snack Pack,Units,4,2,183.32,366.64,6,#N/A,003432,0.05,0.2
Badar,003432,Dry Fruits,Exotic Cocktail Mix loose,kg,0,0,3568.65,0,0,#N/A,#N/A,#N/A,#N/A
Badar,40099361,Pantry,Extra - Peppermint Gum (14g),Units,25,0,175.48,0,25,#N/A,#N/A,#N/A,#N/A
Badar,50173686,Pantry,Extra - Spearmint Gum (14g),Units,0,0,175,0,0,#N/A,#N/A,#N/A,#N/A
Badar,42112907,Pantry,Extra - Strawberry Gum (14g),Units,27,0,175.35,0,27,#N/A,#N/A,#N/A,#N/A
Badar,3110,Cafe,FB  Bakes - Coffee Bundt Cake Loaf,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2777,Dry Fruits,FB - Almond Flour (250g),Units,3,1,647.16,647.16,4,#N/A,#N/A,#N/A,#N/A
Badar,2776,Dry Fruits,FB - Almond Flour Loose,Units,0,0,2372.88,0,0,#N/A,#N/A,#N/A,#N/A
Badar,3060,Cafe,FB - Ceaser Salad,Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
Badar,2701,Dry Fruits,FB - Cheddar & Sour Cream Crackers (180g),Units,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
